time,population_size,deaths,births,sex_f,sex_m,bt_pt-O,bt_pt-A,bt_pt-B,bt_pt-AB,btrf_pt-O+,btrf_pt-A+,btrf_pt-B+,btrf_pt-AB+,btrf_pt-O-,btrf_pt-A-,btrf_pt-B-,btrf_pt-AB-,[0.0-10.0),[10.0-20.0),[20.0-30.0),[30.0-40.0),[40.0-50.0),[50.0-60.0),[60.0-70.0),[70.0-80.0),[80.0-90.0),[90.0-100.0),[100.0)
1,20002,263,265,9956,10046,20002,0,0,0,20002,0,0,0,0,0,0,0,3810,4007,4033,3959,3845,348,0,0,0,0,0
2,20004,263,265,9945,10059,20004,0,0,0,20004,0,0,0,0,0,0,0,3661,3973,3998,3924,3731,717,0,0,0,0,0
3,20006,263,265,9951,10055,20006,0,0,0,20006,0,0,0,0,0,0,0,3497,3985,3960,3874,3646,1044,0,0,0,0,0
4,20008,263,265,9936,10072,20008,0,0,0,20008,0,0,0,0,0,0,0,3346,3976,3926,3878,3575,1307,0,0,0,0,0
5,20010,264,266,9928,10082,20010,0,0,0,20010,0,0,0,0,0,0,0,3184,3969,3897,3862,3533,1565,0,0,0,0,0
6,20012,264,266,9943,10069,20012,0,0,0,20012,0,0,0,0,0,0,0,3051,3941,3878,3814,3511,1817,0,0,0,0,0
7,20015,263,266,9927,10088,20015,0,0,0,20015,0,0,0,0,0,0,0,2947,3872,3860,3833,3439,2064,0,0,0,0,0
8,20018,263,266,9922,10096,20018,0,0,0,20018,0,0,0,0,0,0,0,2848,3837,3816,3809,3434,2274,0,0,0,0,0
9,20021,263,266,9909,10112,20021,0,0,0,20021,0,0,0,0,0,0,0,2722,3825,3778,3816,3413,2467,0,0,0,0,0
10,20024,263,266,9917,10107,20024,0,0,0,20024,0,0,0,0,0,0,0,2598,3789,3761,3814,3412,2650,0,0,0,0,0
11,20026,264,266,9943,10083,20026,0,0,0,20026,0,0,0,0,0,0,0,2594,3620,3787,3783,3407,2627,208,0,0,0,0
12,20028,264,266,9935,10093,20028,0,0,0,20028,0,0,0,0,0,0,0,2598,3482,3775,3762,3404,2602,405,0,0,0,0
13,20030,264,266,9927,10103,20030,0,0,0,20030,0,0,0,0,0,0,0,2609,3318,3803,3734,3382,2601,583,0,0,0,0
14,20032,264,266,9934,10098,20032,0,0,0,20032,0,0,0,0,0,0,0,2612,3178,3802,3698,3414,2633,695,0,0,0,0
15,20034,264,266,9953,10081,20034,0,0,0,20034,0,0,0,0,0,0,0,2618,3024,3816,3683,3400,2652,841,0,0,0,0
16,20036,264,266,9955,10081,20036,0,0,0,20036,0,0,0,0,0,0,0,2622,2910,3787,3678,3382,2667,990,0,0,0,0
17,20038,264,266,9954,10084,20038,0,0,0,20038,0,0,0,0,0,0,0,2623,2821,3726,3680,3424,2641,1123,0,0,0,0
18,20040,264,266,9949,10091,20040,0,0,0,20040,0,0,0,0,0,0,0,2620,2734,3695,3641,3436,2684,1230,0,0,0,0
19,20042,264,266,9955,10087,20042,0,0,0,20042,0,0,0,0,0,0,0,2608,2620,3685,3611,3471,2686,1361,0,0,0,0
20,20044,264,266,9942,10102,20044,0,0,0,20044,0,0,0,0,0,0,0,2609,2509,3654,3601,3466,2708,1497,0,0,0,0
21,20046,264,266,9925,10121,20046,0,0,0,20046,0,0,0,0,0,0,0,2609,2511,3495,3642,3464,2720,1530,75,0,0,0
22,20048,264,266,9927,10121,20048,0,0,0,20048,0,0,0,0,0,0,0,2616,2514,3367,3636,3459,2736,1560,160,0,0,0
23,20050,264,266,9933,10117,20050,0,0,0,20050,0,0,0,0,0,0,0,2614,2523,3216,3668,3451,2745,1609,224,0,0,0
24,20052,264,266,9946,10106,20052,0,0,0,20052,0,0,0,0,0,0,0,2613,2532,3089,3673,3424,2806,1616,299,0,0,0
25,20054,264,266,9938,10116,20054,0,0,0,20054,0,0,0,0,0,0,0,2614,2542,2941,3684,3419,2830,1681,343,0,0,0
26,20056,264,266,9954,10102,20056,0,0,0,20056,0,0,0,0,0,0,0,2622,2536,2830,3676,3400,2856,1739,397,0,0,0
27,20058,264,266,9951,10107,20058,0,0,0,20058,0,0,0,0,0,0,0,2637,2533,2745,3624,3397,2930,1728,464,0,0,0
28,20060,264,266,9960,10100,20060,0,0,0,20060,0,0,0,0,0,0,0,2635,2535,2671,3594,3371,2963,1760,531,0,0,0
29,20062,264,266,9962,10100,20062,0,0,0,20062,0,0,0,0,0,0,0,2636,2538,2561,3594,3350,2996,1802,585,0,0,0
30,20064,264,266,9960,10104,20064,0,0,0,20064,0,0,0,0,0,0,0,2635,2547,2456,3561,3348,3012,1855,650,0,0,0
31,20066,264,266,9952,10114,20066,0,0,0,20066,0,0,0,0,0,0,0,2639,2555,2454,3411,3408,2998,1912,679,10,0,0
32,20068,264,266,9935,10133,20068,0,0,0,20068,0,0,0,0,0,0,0,2634,2566,2470,3286,3415,3004,1936,730,27,0,0
33,20071,264,267,9944,10127,20071,0,0,0,20071,0,0,0,0,0,0,0,2640,2566,2481,3137,3456,3019,1968,769,35,0,0
34,20073,264,266,9961,10112,20073,0,0,0,20073,0,0,0,0,0,0,0,2640,2569,2490,3013,3471,3017,2040,792,41,0,0
35,20074,265,266,9970,10104,20074,0,0,0,20074,0,0,0,0,0,0,0,2642,2568,2501,2875,3489,3016,2092,846,45,0,0
36,20076,264,266,9981,10095,20076,0,0,0,20076,0,0,0,0,0,0,0,2642,2578,2498,2773,3488,3012,2134,893,58,0,0
37,20078,264,266,9972,10106,20078,0,0,0,20078,0,0,0,0,0,0,0,2643,2591,2497,2690,3458,3038,2184,919,58,0,0
38,20081,264,267,9965,10116,20081,0,0,0,20081,0,0,0,0,0,0,0,2644,2594,2500,2622,3438,3017,2236,967,63,0,0
39,20083,264,266,9964,10119,20083,0,0,0,20083,0,0,0,0,0,0,0,2644,2590,2508,2514,3451,3027,2263,1011,75,0,0
40,20085,264,266,9972,10113,20085,0,0,0,20085,0,0,0,0,0,0,0,2644,2593,2519,2412,3414,3043,2314,1052,94,0,0
41,20087,264,266,9968,10119,20087,0,0,0,20087,0,0,0,0,0,0,0,2645,2603,2517,2414,3269,3102,2312,1126,99,0,0
42,20090,264,267,9973,10117,20090,0,0,0,20090,0,0,0,0,0,0,0,2642,2601,2534,2426,3164,3110,2342,1163,108,0,0
43,20093,264,267,9960,10133,20093,0,0,0,20093,0,0,0,0,0,0,0,2644,2611,2534,2442,3020,3149,2363,1195,135,0,0
44,20095,265,267,9959,10136,20095,0,0,0,20095,0,0,0,0,0,0,0,2646,2608,2540,2454,2902,3175,2390,1244,136,0,0
45,20098,264,267,9956,10142,20098,0,0,0,20098,0,0,0,0,0,0,0,2650,2611,2540,2468,2773,3196,2415,1296,149,0,0
46,20100,265,267,9953,10147,20100,0,0,0,20100,0,0,0,0,0,0,0,2651,2609,2550,2469,2678,3214,2427,1342,160,0,0
47,20102,265,267,9951,10151,20102,0,0,0,20102,0,0,0,0,0,0,0,2658,2607,2566,2463,2600,3191,2469,1376,172,0,0
48,20104,265,267,9952,10152,20104,0,0,0,20104,0,0,0,0,0,0,0,2658,2610,2568,2466,2531,3177,2465,1439,190,0,0
49,20106,265,267,9968,10138,20106,0,0,0,20106,0,0,0,0,0,0,0,2654,2615,2563,2477,2434,3182,2502,1475,204,0,0
50,20108,265,267,9957,10151,20108,0,0,0,20108,0,0,0,0,0,0,0,2655,2618,2569,2487,2340,3168,2524,1534,213,0,0
51,20110,265,267,9954,10156,20110,0,0,0,20110,0,0,0,0,0,0,0,2656,2617,2578,2492,2340,3048,2584,1561,234,0,0
52,20112,265,267,9959,10153,20112,0,0,0,20112,0,0,0,0,0,0,0,2661,2615,2581,2508,2352,2952,2601,1599,243,0,0
53,20114,265,267,9965,10149,20114,0,0,0,20114,0,0,0,0,0,0,0,2661,2618,2587,2514,2366,2811,2658,1638,261,0,0
54,20116,265,267,9957,10159,20116,0,0,0,20116,0,0,0,0,0,0,0,2662,2624,2583,2521,2375,2703,2706,1666,276,0,0
55,20118,265,267,9964,10154,20118,0,0,0,20118,0,0,0,0,0,0,0,2664,2628,2588,2514,2403,2582,2733,1704,302,0,0
56,20120,265,267,9989,10131,20120,0,0,0,20120,0,0,0,0,0,0,0,2663,2632,2588,2526,2406,2494,2748,1734,329,0,0
57,20122,265,267,10003,10119,20122,0,0,0,20122,0,0,0,0,0,0,0,2663,2637,2591,2539,2412,2425,2733,1783,339,0,0
58,20124,265,267,9990,10134,20124,0,0,0,20124,0,0,0,0,0,0,0,2665,2636,2589,2538,2417,2366,2723,1815,375,0,0
59,20126,265,267,9985,10141,20126,0,0,0,20126,0,0,0,0,0,0,0,2662,2636,2602,2536,2422,2273,2749,1847,399,0,0
60,20128,265,267,9991,10137,20128,0,0,0,20128,0,0,0,0,0,0,0,2661,2641,2598,2543,2438,2196,2751,1880,420,0,0
61,20130,265,267,9991,10139,20130,0,0,0,20130,0,0,0,0,0,0,0,2659,2644,2599,2554,2440,2205,2643,1939,447,0,0
62,20132,265,267,9990,10142,20132,0,0,0,20132,0,0,0,0,0,0,0,2659,2645,2595,2557,2459,2219,2548,1972,478,0,0
63,20134,265,267,9987,10147,20134,0,0,0,20134,0,0,0,0,0,0,0,2660,2642,2601,2566,2464,2239,2425,2039,496,2,0
64,20136,265,267,9995,10141,20136,0,0,0,20136,0,0,0,0,0,0,0,2659,2641,2609,2564,2468,2257,2357,2074,506,1,0
65,20139,265,268,9994,10145,20139,0,0,0,20139,0,0,0,0,0,0,0,2662,2643,2610,2569,2464,2283,2255,2099,553,1,0
66,20142,265,268,9997,10145,20142,0,0,0,20142,0,0,0,0,0,0,0,2662,2646,2615,2565,2482,2290,2187,2116,578,1,0
67,20143,266,267,10028,10115,20143,0,0,0,20143,0,0,0,0,0,0,0,2663,2647,2620,2563,2499,2285,2139,2122,603,2,0
68,20145,265,267,10040,10105,20145,0,0,0,20145,0,0,0,0,0,0,0,2663,2646,2622,2567,2494,2302,2098,2124,629,0,0
69,20147,265,267,10032,10115,20147,0,0,0,20147,0,0,0,0,0,0,0,2664,2646,2621,2578,2493,2316,2025,2161,639,4,0
70,20149,265,267,10066,10083,20149,0,0,0,20149,0,0,0,0,0,0,0,2666,2643,2626,2573,2499,2334,1968,2171,666,3,0
71,20151,265,267,10059,10092,20151,0,0,0,20151,0,0,0,0,0,0,0,2667,2641,2627,2578,2510,2353,1980,2092,701,2,0
72,20154,265,268,10058,10096,20154,0,0,0,20154,0,0,0,0,0,0,0,2669,2646,2628,2579,2514,2369,2011,2012,726,0,0
73,20156,265,267,10067,10089,20156,0,0,0,20156,0,0,0,0,0,0,0,2668,2647,2625,2586,2521,2377,2049,1911,771,1,0
74,20158,265,267,10058,10100,20158,0,0,0,20158,0,0,0,0,0,0,0,2669,2649,2626,2591,2522,2386,2064,1876,774,1,0
75,20161,265,268,10042,10119,20161,0,0,0,20161,0,0,0,0,0,0,0,2668,2652,2627,2590,2528,2383,2095,1784,833,1,0
76,20163,265,267,10046,10117,20163,0,0,0,20163,0,0,0,0,0,0,0,2666,2652,2631,2594,2521,2404,2097,1755,843,0,0
77,20164,266,267,10054,10110,20164,0,0,0,20164,0,0,0,0,0,0,0,2667,2651,2634,2600,2520,2410,2108,1725,847,2,0
78,20165,266,267,10071,10094,20165,0,0,0,20165,0,0,0,0,0,0,0,2665,2655,2633,2601,2527,2406,2107,1710,856,5,0
79,20168,265,268,10084,10084,20168,0,0,0,20168,0,0,0,0,0,0,0,2668,2655,2632,2600,2538,2396,2130,1673,871,5,0
80,20170,265,267,10096,10074,20170,0,0,0,20170,0,0,0,0,0,0,0,2667,2658,2629,2609,2531,2402,2144,1635,892,3,0
81,20173,265,268,10107,10066,20173,0,0,0,20173,0,0,0,0,0,0,0,2669,2656,2631,2612,2537,2415,2153,1650,847,3,0
82,20175,266,268,10105,10070,20175,0,0,0,20175,0,0,0,0,0,0,0,2670,2658,2635,2612,2534,2426,2173,1673,790,4,0
83,20177,266,268,10088,10089,20177,0,0,0,20177,0,0,0,0,0,0,0,2670,2658,2636,2610,2542,2429,2160,1722,747,3,0
84,20179,266,268,10099,10080,20179,0,0,0,20179,0,0,0,0,0,0,0,2674,2655,2638,2611,2546,2430,2165,1732,716,12,0
85,20181,266,268,10107,10074,20181,0,0,0,20181,0,0,0,0,0,0,0,2670,2656,2641,2610,2548,2440,2166,1749,697,4,0
86,20183,266,268,10106,10077,20183,0,0,0,20183,0,0,0,0,0,0,0,2671,2655,2642,2612,2558,2433,2192,1735,682,3,0
87,20185,266,268,10115,10070,20185,0,0,0,20185,0,0,0,0,0,0,0,2672,2657,2636,2617,2566,2439,2195,1726,673,4,0
88,20187,266,268,10132,10055,20187,0,0,0,20187,0,0,0,0,0,0,0,2670,2657,2640,2615,2572,2430,2201,1740,660,2,0
89,20189,266,268,10139,10050,20189,0,0,0,20189,0,0,0,0,0,0,0,2674,2655,2641,2614,2569,2448,2190,1752,641,5,0
90,20191,266,268,10135,10056,20191,0,0,0,20191,0,0,0,0,0,0,0,2675,2652,2641,2611,2576,2441,2186,1767,638,4,0
91,20193,266,268,10123,10070,20193,0,0,0,20193,0,0,0,0,0,0,0,2674,2652,2641,2609,2575,2444,2201,1766,628,3,0
92,20195,266,268,10117,10078,20195,0,0,0,20195,0,0,0,0,0,0,0,2673,2653,2641,2615,2565,2441,2212,1766,629,0,0
93,20197,266,268,10106,10091,20197,0,0,0,20197,0,0,0,0,0,0,0,2673,2656,2641,2614,2565,2451,2211,1758,627,1,0
94,20199,266,268,10106,10093,20199,0,0,0,20199,0,0,0,0,0,0,0,2674,2657,2638,2614,2563,2457,2211,1747,636,2,0
95,20201,266,268,10085,10116,20201,0,0,0,20201,0,0,0,0,0,0,0,2674,2653,2641,2615,2558,2460,2234,1739,627,0,0
96,20203,266,268,10076,10127,20203,0,0,0,20203,0,0,0,0,0,0,0,2673,2655,2640,2614,2562,2458,2220,1757,622,2,0
97,20205,266,268,10077,10128,20205,0,0,0,20205,0,0,0,0,0,0,0,2675,2656,2640,2614,2562,2467,2214,1772,602,3,0
98,20207,266,268,10074,10133,20207,0,0,0,20207,0,0,0,0,0,0,0,2675,2657,2637,2621,2566,2465,2213,1767,604,2,0
99,20209,266,268,10059,10150,20209,0,0,0,20209,0,0,0,0,0,0,0,2675,2662,2636,2624,2561,2468,2220,1748,613,2,0
100,20211,266,268,10057,10154,20211,0,0,0,20211,0,0,0,0,0,0,0,2674,2663,2636,2621,2560,2461,2233,1751,609,3,0
101,20213,266,268,10074,10139,19945,268,0,0,19945,268,0,0,0,0,0,0,2675,2664,2635,2623,2560,2459,2225,1766,606,0,0
102,20216,266,269,10079,10137,19679,537,0,0,19679,537,0,0,0,0,0,0,2675,2661,2636,2627,2569,2449,2219,1776,604,0,0
103,20218,266,268,10075,10143,19413,805,0,0,19413,805,0,0,0,0,0,0,2677,2658,2640,2621,2574,2454,2206,1782,605,1,0
104,20220,266,268,10079,10141,19147,805,268,0,19147,805,268,0,0,0,0,0,2678,2661,2640,2621,2572,2455,2201,1779,610,3,0
105,20222,266,268,10079,10143,18881,805,536,0,18881,805,536,0,0,0,0,0,2679,2661,2640,2625,2575,2462,2200,1771,605,4,0
106,20224,266,268,10071,10153,18615,805,804,0,18615,805,804,0,0,0,0,0,2680,2661,2644,2619,2577,2466,2205,1759,611,2,0
107,20226,266,268,10062,10164,18617,805,804,0,18617,805,804,0,0,0,0,0,2680,2664,2644,2620,2572,2474,2193,1758,620,1,0
108,20228,266,268,10063,10165,18619,806,803,0,18619,806,803,0,0,0,0,0,2679,2663,2643,2619,2574,2465,2207,1756,622,0,0
109,20231,266,269,10055,10176,18623,805,803,0,18623,805,803,0,0,0,0,0,2679,2666,2647,2612,2581,2458,2215,1754,618,1,0
110,20233,266,268,10053,10180,18625,805,803,0,18625,805,803,0,0,0,0,0,2680,2665,2647,2612,2579,2459,2230,1735,623,3,0
111,20236,266,269,10042,10194,18627,806,803,0,18627,806,803,0,0,0,0,0,2682,2665,2646,2616,2586,2454,2224,1740,622,1,0
112,20238,266,268,10061,10177,18629,806,803,0,18629,806,803,0,0,0,0,0,2681,2667,2645,2613,2588,2454,2221,1751,618,0,0
