time,population_size,deaths,births,sex_f,sex_m,bt_pt-O,bt_pt-A,bt_pt-B,bt_pt-AB,btrf_pt-O+,btrf_pt-A+,btrf_pt-B+,btrf_pt-AB+,btrf_pt-O-,btrf_pt-A-,btrf_pt-B-,btrf_pt-AB-,[0.0-10.0),[10.0-20.0),[20.0-30.0),[30.0-40.0),[40.0-50.0),[50.0-60.0),[60.0-70.0),[70.0-80.0),[80.0-90.0),[90.0-100.0),[100.0)
1,20002,263,265,9983,10019,20002,0,0,0,20002,0,0,0,0,0,0,0,3875,3954,3964,3947,3897,365,0,0,0,0,0
2,20004,263,265,10012,9992,20004,0,0,0,20004,0,0,0,0,0,0,0,3732,3883,3982,3864,3842,701,0,0,0,0,0
3,20005,264,265,10010,9995,20005,0,0,0,20005,0,0,0,0,0,0,0,3582,3884,3955,3840,3732,1012,0,0,0,0,0
4,20007,263,265,9987,10020,20007,0,0,0,20007,0,0,0,0,0,0,0,3417,3878,3932,3838,3657,1285,0,0,0,0,0
5,20009,264,266,9967,10042,20009,0,0,0,20009,0,0,0,0,0,0,0,3253,3855,3954,3784,3594,1569,0,0,0,0,0
6,20012,263,266,9983,10029,20012,0,0,0,20012,0,0,0,0,0,0,0,3113,3864,3871,3790,3549,1825,0,0,0,0,0
7,20013,264,265,9982,10031,20013,0,0,0,20013,0,0,0,0,0,0,0,2956,3902,3821,3756,3517,2061,0,0,0,0,0
8,20015,263,265,9995,10020,20015,0,0,0,20015,0,0,0,0,0,0,0,2824,3881,3800,3733,3487,2290,0,0,0,0,0
9,20016,264,265,9990,10026,20016,0,0,0,20016,0,0,0,0,0,0,0,2712,3854,3748,3738,3470,2494,0,0,0,0,0
10,20018,263,265,9993,10025,20018,0,0,0,20018,0,0,0,0,0,0,0,2605,3799,3765,3723,3417,2709,0,0,0,0,0
11,20020,264,266,10011,10009,20020,0,0,0,20020,0,0,0,0,0,0,0,2609,3671,3740,3713,3399,2690,198,0,0,0,0
12,20023,263,266,9988,10035,20023,0,0,0,20023,0,0,0,0,0,0,0,2608,3565,3678,3748,3349,2695,380,0,0,0,0
13,20025,264,266,9987,10038,20025,0,0,0,20025,0,0,0,0,0,0,0,2605,3425,3684,3730,3347,2708,526,0,0,0,0
14,20027,264,266,10000,10027,20027,0,0,0,20027,0,0,0,0,0,0,0,2611,3276,3697,3721,3362,2696,664,0,0,0,0
15,20029,264,266,10020,10009,20029,0,0,0,20029,0,0,0,0,0,0,0,2610,3136,3692,3743,3332,2691,825,0,0,0,0
16,20031,264,266,10010,10021,20031,0,0,0,20031,0,0,0,0,0,0,0,2613,3004,3703,3679,3380,2681,971,0,0,0,0
17,20033,264,266,10012,10021,20033,0,0,0,20033,0,0,0,0,0,0,0,2613,2857,3728,3649,3367,2690,1129,0,0,0,0
18,20035,264,266,10034,10001,20035,0,0,0,20035,0,0,0,0,0,0,0,2617,2732,3720,3634,3345,2723,1264,0,0,0,0
19,20037,264,266,10031,10006,20037,0,0,0,20037,0,0,0,0,0,0,0,2624,2624,3700,3606,3372,2729,1382,0,0,0,0
20,20039,264,266,10046,9993,20039,0,0,0,20039,0,0,0,0,0,0,0,2627,2513,3663,3627,3374,2723,1512,0,0,0,0
21,20041,264,266,10078,9963,20041,0,0,0,20041,0,0,0,0,0,0,0,2628,2521,3550,3600,3406,2721,1541,74,0,0,0
22,20043,264,266,10066,9977,20043,0,0,0,20043,0,0,0,0,0,0,0,2626,2528,3454,3528,3455,2716,1582,154,0,0,0
23,20045,264,266,10072,9973,20045,0,0,0,20045,0,0,0,0,0,0,0,2629,2534,3312,3543,3456,2730,1630,211,0,0,0
24,20047,264,266,10059,9988,20047,0,0,0,20047,0,0,0,0,0,0,0,2630,2547,3160,3561,3449,2769,1674,257,0,0,0
25,20049,264,266,10066,9983,20049,0,0,0,20049,0,0,0,0,0,0,0,2629,2549,3038,3557,3472,2771,1682,351,0,0,0
26,20051,264,266,10065,9986,20051,0,0,0,20051,0,0,0,0,0,0,0,2627,2556,2916,3565,3423,2834,1718,412,0,0,0
27,20053,264,266,10056,9997,20053,0,0,0,20053,0,0,0,0,0,0,0,2625,2554,2778,3607,3388,2867,1759,475,0,0,0
28,20055,264,266,10066,9989,20055,0,0,0,20055,0,0,0,0,0,0,0,2629,2547,2667,3607,3383,2865,1833,524,0,0,0
29,20057,264,266,10071,9986,20057,0,0,0,20057,0,0,0,0,0,0,0,2629,2554,2566,3584,3374,2907,1845,598,0,0,0
30,20059,264,266,10062,9997,20059,0,0,0,20059,0,0,0,0,0,0,0,2627,2567,2456,3557,3398,2934,1861,659,0,0,0
31,20061,264,266,10077,9984,20061,0,0,0,20061,0,0,0,0,0,0,0,2631,2570,2465,3456,3385,2979,1873,684,18,0,0
32,20063,264,266,10077,9986,20063,0,0,0,20063,0,0,0,0,0,0,0,2633,2572,2482,3367,3333,3030,1871,745,30,0,0
33,20065,264,266,10089,9976,20065,0,0,0,20065,0,0,0,0,0,0,0,2635,2571,2487,3239,3361,3038,1938,766,30,0,0
34,20067,264,266,10083,9984,20067,0,0,0,20067,0,0,0,0,0,0,0,2639,2577,2495,3100,3377,3052,2003,793,31,0,0
35,20069,264,266,10086,9983,20069,0,0,0,20069,0,0,0,0,0,0,0,2644,2582,2503,2976,3381,3095,2020,835,33,0,0
36,20071,264,266,10084,9987,20071,0,0,0,20071,0,0,0,0,0,0,0,2643,2587,2512,2862,3401,3064,2086,870,46,0,0
37,20073,264,266,10078,9995,20073,0,0,0,20073,0,0,0,0,0,0,0,2642,2589,2511,2727,3449,3042,2128,921,64,0,0
38,20075,264,266,10075,10000,20075,0,0,0,20075,0,0,0,0,0,0,0,2647,2592,2508,2613,3440,3033,2193,980,69,0,0
39,20077,264,266,10058,10019,20077,0,0,0,20077,0,0,0,0,0,0,0,2644,2593,2519,2517,3414,3044,2245,1019,82,0,0
40,20079,264,266,10044,10035,20079,0,0,0,20079,0,0,0,0,0,0,0,2645,2595,2535,2410,3401,3069,2252,1072,100,0,0
41,20080,265,266,10042,10038,20080,0,0,0,20080,0,0,0,0,0,0,0,2646,2601,2539,2424,3309,3072,2296,1082,111,0,0
42,20083,264,267,10052,10031,20083,0,0,0,20083,0,0,0,0,0,0,0,2646,2604,2538,2444,3216,3035,2373,1097,130,0,0
43,20085,264,266,10090,9995,20085,0,0,0,20085,0,0,0,0,0,0,0,2643,2607,2540,2452,3086,3074,2412,1148,123,0,0
44,20087,264,266,10082,10005,20087,0,0,0,20087,0,0,0,0,0,0,0,2646,2608,2541,2463,2958,3091,2444,1197,139,0,0
45,20089,264,266,10084,10005,20089,0,0,0,20089,0,0,0,0,0,0,0,2650,2607,2546,2470,2837,3107,2492,1235,145,0,0
46,20090,265,266,10085,10005,20090,0,0,0,20090,0,0,0,0,0,0,0,2650,2611,2548,2477,2737,3141,2471,1305,150,0,0
47,20093,264,267,10079,10014,20093,0,0,0,20093,0,0,0,0,0,0,0,2651,2608,2558,2478,2629,3208,2470,1337,154,0,0
48,20094,265,266,10077,10017,20094,0,0,0,20094,0,0,0,0,0,0,0,2652,2613,2562,2476,2528,3211,2497,1393,162,0,0
49,20097,264,267,10086,10011,20097,0,0,0,20097,0,0,0,0,0,0,0,2652,2618,2564,2483,2438,3200,2495,1471,176,0,0
50,20100,264,267,10068,10032,20100,0,0,0,20100,0,0,0,0,0,0,0,2655,2616,2565,2499,2344,3176,2555,1490,200,0,0
51,20102,265,267,10071,10031,20102,0,0,0,20102,0,0,0,0,0,0,0,2654,2616,2568,2503,2359,3094,2572,1526,210,0,0
52,20104,265,267,10073,10031,20104,0,0,0,20104,0,0,0,0,0,0,0,2656,2616,2574,2501,2378,3001,2552,1604,222,0,0
53,20106,265,267,10070,10036,20106,0,0,0,20106,0,0,0,0,0,0,0,2654,2621,2574,2502,2386,2879,2615,1624,251,0,0
54,20108,265,267,10082,10026,20108,0,0,0,20108,0,0,0,0,0,0,0,2654,2626,2577,2505,2397,2766,2643,1675,265,0,0
55,20110,265,267,10089,10021,20110,0,0,0,20110,0,0,0,0,0,0,0,2654,2634,2573,2518,2403,2667,2658,1723,280,0,0
56,20112,265,267,10080,10032,20112,0,0,0,20112,0,0,0,0,0,0,0,2656,2632,2578,2521,2406,2577,2676,1737,329,0,0
57,20114,265,267,10100,10014,20114,0,0,0,20114,0,0,0,0,0,0,0,2654,2631,2579,2529,2410,2474,2743,1741,353,0,0
58,20116,265,267,10111,10005,20116,0,0,0,20116,0,0,0,0,0,0,0,2658,2629,2582,2532,2413,2385,2752,1792,373,0,0
59,20118,265,267,10113,10005,20118,0,0,0,20118,0,0,0,0,0,0,0,2657,2628,2589,2537,2423,2296,2759,1822,407,0,0
60,20120,265,267,10110,10010,20120,0,0,0,20120,0,0,0,0,0,0,0,2656,2631,2588,2539,2442,2207,2764,1877,415,1,0
61,20122,265,267,10119,10003,20122,0,0,0,20122,0,0,0,0,0,0,0,2660,2630,2589,2548,2445,2231,2692,1899,428,0,0
62,20124,265,267,10124,10000,20124,0,0,0,20124,0,0,0,0,0,0,0,2660,2632,2586,2552,2449,2260,2617,1889,479,0,0
63,20126,265,267,10130,9996,20126,0,0,0,20126,0,0,0,0,0,0,0,2663,2631,2594,2551,2455,2264,2520,1951,496,1,0
64,20128,265,267,10141,9987,20128,0,0,0,20128,0,0,0,0,0,0,0,2664,2631,2603,2554,2459,2289,2432,1989,507,0,0
