time,population_size,deaths,births,sex_f,sex_m,bt_pt-O,bt_pt-A,bt_pt-B,bt_pt-AB,btrf_pt-O+,btrf_pt-A+,btrf_pt-B+,btrf_pt-AB+,btrf_pt-O-,btrf_pt-A-,btrf_pt-B-,btrf_pt-AB-,[0.0-10.0),[10.0-20.0),[20.0-30.0),[30.0-40.0),[40.0-50.0),[50.0-60.0),[60.0-70.0),[70.0-80.0),[80.0-90.0),[90.0-100.0),[100.0)
1,20002,263,265,10045,9957,20002,0,0,0,20002,0,0,0,0,0,0,0,3891,3944,4042,3958,3817,350,0,0,0,0,0
2,20004,263,265,10047,9957,20004,0,0,0,20004,0,0,0,0,0,0,0,3749,3936,3999,3870,3733,717,0,0,0,0,0
3,20007,263,266,10058,9949,20007,0,0,0,20007,0,0,0,0,0,0,0,3592,3933,3955,3849,3666,1012,0,0,0,0,0
4,20009,263,265,10055,9954,20009,0,0,0,20009,0,0,0,0,0,0,0,3444,3915,3925,3813,3611,1301,0,0,0,0,0
5,20012,263,266,10068,9944,20012,0,0,0,20012,0,0,0,0,0,0,0,3329,3898,3851,3810,3548,1576,0,0,0,0,0
6,20013,264,265,10068,9945,20013,0,0,0,20013,0,0,0,0,0,0,0,3184,3843,3863,3795,3521,1807,0,0,0,0,0
7,20015,263,265,10067,9948,20015,0,0,0,20015,0,0,0,0,0,0,0,3042,3823,3843,3789,3463,2055,0,0,0,0,0
8,20017,263,265,10051,9966,20017,0,0,0,20017,0,0,0,0,0,0,0,2899,3818,3831,3758,3426,2285,0,0,0,0,0
9,20019,263,265,10060,9959,20019,0,0,0,20019,0,0,0,0,0,0,0,2775,3788,3785,3769,3398,2504,0,0,0,0,0
10,20022,263,266,10042,9980,20022,0,0,0,20022,0,0,0,0,0,0,0,2597,3804,3790,3815,3322,2694,0,0,0,0,0
11,20024,264,266,10046,9978,20024,0,0,0,20024,0,0,0,0,0,0,0,2601,3680,3747,3813,3340,2642,201,0,0,0,0
12,20026,264,266,10041,9985,20026,0,0,0,20026,0,0,0,0,0,0,0,2605,3565,3757,3767,3313,2613,406,0,0,0,0
13,20028,264,266,10060,9968,20028,0,0,0,20028,0,0,0,0,0,0,0,2611,3428,3766,3724,3316,2627,556,0,0,0,0
14,20030,264,266,10070,9960,20030,0,0,0,20030,0,0,0,0,0,0,0,2615,3294,3766,3701,3300,2643,711,0,0,0,0
15,20032,264,266,10078,9954,20032,0,0,0,20032,0,0,0,0,0,0,0,2620,3189,3745,3641,3355,2626,856,0,0,0,0
16,20034,264,266,10072,9962,20034,0,0,0,20034,0,0,0,0,0,0,0,2624,3057,3697,3686,3355,2654,961,0,0,0,0
17,20036,264,266,10084,9952,20036,0,0,0,20036,0,0,0,0,0,0,0,2622,2935,3692,3681,3373,2630,1103,0,0,0,0
18,20038,264,266,10083,9955,20038,0,0,0,20038,0,0,0,0,0,0,0,2620,2797,3698,3667,3376,2618,1262,0,0,0,0
19,20040,264,266,10072,9968,20040,0,0,0,20040,0,0,0,0,0,0,0,2620,2683,3677,3635,3420,2631,1374,0,0,0,0
20,20042,264,266,10073,9969,20042,0,0,0,20042,0,0,0,0,0,0,0,2622,2514,3695,3647,3475,2590,1499,0,0,0,0
21,20044,264,266,10071,9973,20044,0,0,0,20044,0,0,0,0,0,0,0,2625,2523,3568,3624,3490,2639,1489,86,0,0,0
22,20046,264,266,10076,9970,20046,0,0,0,20046,0,0,0,0,0,0,0,2621,2532,3468,3640,3443,2662,1523,157,0,0,0
23,20048,264,266,10090,9958,20048,0,0,0,20048,0,0,0,0,0,0,0,2622,2533,3339,3650,3402,2717,1571,214,0,0,0
24,20050,264,266,10107,9943,20050,0,0,0,20050,0,0,0,0,0,0,0,2622,2545,3218,3643,3387,2755,1589,291,0,0,0
25,20052,264,266,10133,9919,20052,0,0,0,20052,0,0,0,0,0,0,0,2623,2546,3111,3624,3342,2836,1607,363,0,0,0
26,20054,264,266,10142,9912,20054,0,0,0,20054,0,0,0,0,0,0,0,2622,2551,2973,3593,3402,2845,1655,413,0,0,0
27,20056,264,266,10159,9897,20056,0,0,0,20056,0,0,0,0,0,0,0,2624,2549,2861,3585,3428,2881,1671,457,0,0,0
28,20058,264,266,10153,9905,20058,0,0,0,20058,0,0,0,0,0,0,0,2633,2548,2737,3597,3421,2900,1698,524,0,0,0
29,20060,264,266,10149,9911,20060,0,0,0,20060,0,0,0,0,0,0,0,2633,2551,2630,3579,3390,2953,1744,580,0,0,0
30,20062,264,266,10154,9908,20062,0,0,0,20062,0,0,0,0,0,0,0,2628,2554,2466,3597,3411,3004,1753,649,0,0,0
31,20064,264,266,10164,9900,20064,0,0,0,20064,0,0,0,0,0,0,0,2633,2562,2471,3480,3392,3030,1812,664,20,0,0
32,20066,264,266,10190,9876,20066,0,0,0,20066,0,0,0,0,0,0,0,2636,2562,2473,3385,3423,2989,1877,694,27,0,0
33,20068,264,266,10188,9880,20068,0,0,0,20068,0,0,0,0,0,0,0,2637,2562,2481,3260,3458,2966,1932,740,32,0,0
34,20070,264,266,10197,9873,20070,0,0,0,20070,0,0,0,0,0,0,0,2636,2563,2488,3140,3461,2985,1974,781,42,0,0
35,20073,264,267,10183,9890,20073,0,0,0,20073,0,0,0,0,0,0,0,2637,2566,2496,3038,3450,2952,2074,808,52,0,0
36,20075,264,266,10189,9886,20075,0,0,0,20075,0,0,0,0,0,0,0,2639,2570,2505,2909,3415,3009,2106,861,61,0,0
37,20078,264,267,10207,9871,20078,0,0,0,20078,0,0,0,0,0,0,0,2642,2578,2509,2806,3405,3033,2160,876,69,0,0
38,20080,264,266,10208,9872,20080,0,0,0,20080,0,0,0,0,0,0,0,2646,2583,2508,2689,3421,3039,2198,918,78,0,0
39,20083,264,267,10186,9897,20083,0,0,0,20083,0,0,0,0,0,0,0,2648,2584,2516,2590,3403,3055,2220,985,82,0,0
40,20085,264,266,10183,9902,20085,0,0,0,20085,0,0,0,0,0,0,0,2652,2586,2516,2433,3434,3085,2281,1008,90,0,0
41,20088,264,267,10181,9907,20088,0,0,0,20088,0,0,0,0,0,0,0,2654,2596,2524,2432,3331,3085,2308,1054,104,0,0
42,20090,265,267,10173,9917,20090,0,0,0,20090,0,0,0,0,0,0,0,2658,2602,2522,2435,3246,3121,2293,1110,103,0,0
43,20092,264,266,10179,9913,20092,0,0,0,20092,0,0,0,0,0,0,0,2659,2603,2525,2442,3130,3157,2291,1166,119,0,0
44,20093,265,266,10169,9924,20093,0,0,0,20093,0,0,0,0,0,0,0,2657,2603,2528,2458,3018,3167,2330,1193,139,0,0
45,20096,264,267,10184,9912,20096,0,0,0,20096,0,0,0,0,0,0,0,2650,2611,2534,2469,2927,3168,2324,1272,141,0,0
46,20098,265,267,10168,9930,20098,0,0,0,20098,0,0,0,0,0,0,0,2649,2617,2543,2475,2806,3135,2411,1301,161,0,0
47,20100,265,267,10170,9930,20100,0,0,0,20100,0,0,0,0,0,0,0,2649,2618,2553,2478,2700,3136,2448,1358,160,0,0
48,20102,265,267,10164,9938,20102,0,0,0,20102,0,0,0,0,0,0,0,2653,2624,2556,2482,2595,3179,2454,1394,165,0,0
49,20104,265,267,10180,9924,20104,0,0,0,20104,0,0,0,0,0,0,0,2651,2626,2558,2487,2491,3169,2501,1421,200,0,0
50,20106,265,267,10162,9944,20106,0,0,0,20106,0,0,0,0,0,0,0,2652,2628,2563,2487,2355,3194,2557,1489,181,0,0
51,20108,265,267,10160,9948,20108,0,0,0,20108,0,0,0,0,0,0,0,2655,2626,2574,2494,2358,3094,2561,1551,195,0,0
52,20110,265,267,10168,9942,20110,0,0,0,20110,0,0,0,0,0,0,0,2656,2626,2578,2492,2369,3014,2603,1561,211,0,0
53,20112,265,267,10165,9947,20112,0,0,0,20112,0,0,0,0,0,0,0,2655,2627,2580,2496,2373,2925,2642,1578,236,0,0
54,20114,265,267,10164,9950,20114,0,0,0,20114,0,0,0,0,0,0,0,2654,2631,2582,2496,2390,2818,2678,1610,255,0,0
55,20116,265,267,10172,9944,20116,0,0,0,20116,0,0,0,0,0,0,0,2654,2630,2588,2498,2402,2732,2686,1628,298,0,0
56,20118,265,267,10163,9955,20118,0,0,0,20118,0,0,0,0,0,0,0,2657,2630,2595,2504,2413,2616,2689,1708,306,0,0
57,20120,265,267,10146,9974,20120,0,0,0,20120,0,0,0,0,0,0,0,2657,2628,2599,2521,2413,2522,2711,1731,338,0,0
58,20122,265,267,10152,9970,20122,0,0,0,20122,0,0,0,0,0,0,0,2659,2631,2602,2525,2415,2422,2750,1757,361,0,0
59,20124,265,267,10143,9981,20124,0,0,0,20124,0,0,0,0,0,0,0,2660,2632,2600,2529,2427,2337,2735,1812,392,0,0
60,20126,265,267,10131,9995,20126,0,0,0,20126,0,0,0,0,0,0,0,2659,2636,2604,2537,2425,2225,2767,1876,397,0,0
61,20128,265,267,10120,10008,20128,0,0,0,20128,0,0,0,0,0,0,0,2666,2634,2601,2549,2426,2244,2692,1882,434,0,0
62,20130,265,267,10119,10011,20130,0,0,0,20130,0,0,0,0,0,0,0,2667,2635,2604,2557,2421,2262,2620,1919,445,0,0
63,20132,265,267,10140,9992,20132,0,0,0,20132,0,0,0,0,0,0,0,2665,2638,2608,2556,2428,2270,2529,1987,451,0,0
64,20134,265,267,10144,9990,20134,0,0,0,20134,0,0,0,0,0,0,0,2668,2635,2609,2563,2431,2280,2451,2019,477,1,0
65,20136,265,267,10157,9979,20136,0,0,0,20136,0,0,0,0,0,0,0,2669,2636,2611,2568,2437,2297,2378,2065,474,1,0
66,20138,265,267,10167,9971,20138,0,0,0,20138,0,0,0,0,0,0,0,2665,2643,2608,2577,2454,2297,2295,2070,528,1,0
67,20140,265,267,10177,9963,20140,0,0,0,20140,0,0,0,0,0,0,0,2663,2642,2608,2574,2477,2293,2217,2100,563,3,0
68,20142,265,267,10169,9973,20142,0,0,0,20142,0,0,0,0,0,0,0,2663,2645,2614,2580,2487,2301,2131,2146,575,0,0
69,20144,265,267,10170,9974,20144,0,0,0,20144,0,0,0,0,0,0,0,2661,2644,2617,2583,2487,2311,2062,2149,627,3,0
70,20146,265,267,10182,9964,20146,0,0,0,20146,0,0,0,0,0,0,0,2658,2644,2624,2582,2499,2318,1979,2179,662,1,0
71,20148,265,267,10168,9980,20148,0,0,0,20148,0,0,0,0,0,0,0,2661,2648,2622,2578,2509,2328,2005,2118,679,0,0
72,20150,265,267,10181,9969,20150,0,0,0,20150,0,0,0,0,0,0,0,2662,2648,2623,2583,2513,2327,2026,2057,710,1,0
73,20153,265,268,10199,9954,20153,0,0,0,20153,0,0,0,0,0,0,0,2664,2646,2627,2588,2511,2337,2048,1996,731,5,0
74,20154,266,267,10190,9964,20154,0,0,0,20154,0,0,0,0,0,0,0,2665,2651,2627,2590,2511,2352,2069,1944,743,2,0
75,20156,265,267,10186,9970,20156,0,0,0,20156,0,0,0,0,0,0,0,2667,2651,2627,2592,2517,2357,2086,1913,745,1,0
76,20158,265,267,10191,9967,20158,0,0,0,20158,0,0,0,0,0,0,0,2666,2651,2629,2592,2530,2374,2088,1836,788,4,0
77,20161,265,268,10188,9973,20161,0,0,0,20161,0,0,0,0,0,0,0,2668,2651,2629,2594,2534,2389,2087,1782,825,2,0
78,20163,265,267,10165,9998,20163,0,0,0,20163,0,0,0,0,0,0,0,2669,2650,2630,2596,2537,2401,2101,1730,845,4,0
79,20165,266,268,10163,10002,20165,0,0,0,20165,0,0,0,0,0,0,0,2670,2648,2627,2601,2540,2408,2114,1696,856,5,0
80,20167,265,267,10165,10002,20167,0,0,0,20167,0,0,0,0,0,0,0,2671,2645,2630,2606,2540,2422,2113,1648,889,3,0
81,20169,266,268,10160,10009,20169,0,0,0,20169,0,0,0,0,0,0,0,2668,2645,2634,2603,2538,2431,2123,1674,848,5,0
82,20170,266,267,10164,10006,20170,0,0,0,20170,0,0,0,0,0,0,0,2668,2646,2637,2602,2541,2442,2124,1696,811,3,0
83,20172,266,268,10173,9999,20172,0,0,0,20172,0,0,0,0,0,0,0,2668,2651,2632,2609,2545,2430,2138,1716,781,2,0
84,20174,266,268,10172,10002,20174,0,0,0,20174,0,0,0,0,0,0,0,2669,2652,2637,2607,2543,2427,2160,1726,750,3,0
85,20176,266,268,10164,10012,20176,0,0,0,20176,0,0,0,0,0,0,0,2670,2655,2634,2607,2546,2430,2157,1742,732,3,0
86,20178,266,268,10176,10002,20178,0,0,0,20178,0,0,0,0,0,0,0,2671,2654,2636,2612,2542,2447,2180,1722,709,5,0
87,20180,266,268,10181,9999,20180,0,0,0,20180,0,0,0,0,0,0,0,2671,2656,2633,2613,2543,2443,2199,1718,704,0,0
88,20182,266,268,10175,10007,20182,0,0,0,20182,0,0,0,0,0,0,0,2673,2657,2629,2616,2550,2452,2201,1725,678,1,0
89,20184,266,268,10153,10031,20184,0,0,0,20184,0,0,0,0,0,0,0,2671,2658,2629,2615,2559,2449,2195,1729,676,3,0
90,20186,266,268,10150,10036,20186,0,0,0,20186,0,0,0,0,0,0,0,2674,2655,2629,2618,2568,2448,2191,1732,667,4,0
91,20188,266,268,10163,10025,20188,0,0,0,20188,0,0,0,0,0,0,0,2675,2652,2635,2619,2569,2447,2205,1729,654,3,0
92,20190,266,268,10167,10023,20190,0,0,0,20190,0,0,0,0,0,0,0,2675,2655,2634,2621,2568,2447,2209,1726,653,2,0
93,20192,266,268,10168,10024,20192,0,0,0,20192,0,0,0,0,0,0,0,2675,2653,2641,2616,2570,2456,2200,1730,650,1,0
94,20194,266,268,10157,10037,20194,0,0,0,20194,0,0,0,0,0,0,0,2675,2655,2640,2623,2559,2464,2200,1746,629,3,0
95,20196,266,268,10151,10045,20196,0,0,0,20196,0,0,0,0,0,0,0,2675,2655,2642,2617,2564,2456,2203,1750,630,4,0
96,20198,266,268,10145,10053,20198,0,0,0,20198,0,0,0,0,0,0,0,2676,2656,2644,2613,2573,2446,2208,1751,630,1,0
97,20200,266,268,10150,10050,20200,0,0,0,20200,0,0,0,0,0,0,0,2677,2655,2644,2615,2571,2443,2196,1764,633,2,0
98,20202,266,268,10161,10041,20202,0,0,0,20202,0,0,0,0,0,0,0,2673,2656,2645,2612,2577,2455,2200,1754,626,4,0
99,20204,266,268,10154,10050,20204,0,0,0,20204,0,0,0,0,0,0,0,2672,2659,2644,2615,2574,2450,2198,1755,634,3,0
100,20206,266,268,10128,10078,20206,0,0,0,20206,0,0,0,0,0,0,0,2673,2660,2643,2617,2574,2463,2200,1749,624,3,0
101,20208,266,268,10128,10080,19940,268,0,0,19940,268,0,0,0,0,0,0,2674,2665,2633,2620,2575,2461,2190,1751,639,0,0
102,20210,266,268,10124,10086,19674,536,0,0,19674,536,0,0,0,0,0,0,2675,2663,2635,2619,2573,2464,2189,1756,636,0,0
103,20212,266,268,10135,10077,19408,804,0,0,19408,804,0,0,0,0,0,0,2677,2660,2635,2623,2569,2473,2214,1735,625,1,0
104,20214,266,268,10118,10096,19142,804,268,0,19142,804,268,0,0,0,0,0,2676,2660,2637,2621,2574,2467,2220,1728,629,2,0
105,20215,267,268,10097,10118,18875,804,536,0,18875,804,536,0,0,0,0,0,2675,2661,2638,2624,2572,2478,2207,1740,618,2,0
106,20217,266,268,10084,10133,18609,804,804,0,18609,804,804,0,0,0,0,0,2677,2658,2643,2619,2566,2484,2197,1750,620,3,0
107,20220,266,269,10064,10156,18611,804,805,0,18611,804,805,0,0,0,0,0,2679,2661,2639,2619,2566,2482,2198,1734,641,1,0
108,20222,266,268,10059,10163,18613,804,805,0,18613,804,805,0,0,0,0,0,2680,2657,2647,2618,2560,2478,2202,1743,637,0,0
109,20224,266,268,10068,10156,18616,803,805,0,18616,803,805,0,0,0,0,0,2679,2656,2651,2617,2562,2483,2208,1713,655,0,0
110,20226,267,269,10060,10166,18619,802,805,0,18619,802,805,0,0,0,0,0,2679,2655,2650,2621,2559,2473,2230,1720,636,3,0
111,20228,267,269,10042,10186,18619,804,805,0,18619,804,805,0,0,0,0,0,2680,2655,2654,2614,2569,2477,2224,1731,623,1,0
112,20230,266,268,10042,10188,18618,806,806,0,18618,806,806,0,0,0,0,0,2681,2655,2650,2617,2566,2481,2216,1732,632,0,0
113,20233,266,269,10017,10216,18619,807,807,0,18619,807,807,0,0,0,0,0,2682,2655,2649,2616,2572,2469,2229,1749,612,0,0
114,20235,266,268,10023,10212,18621,807,807,0,18621,807,807,0,0,0,0,0,2682,2658,2647,2617,2573,2480,2227,1746,602,3,0
115,20237,266,268,10012,10225,18623,807,807,0,18623,807,807,0,0,0,0,0,2681,2661,2648,2619,2571,2482,2239,1734,600,2,0
116,20240,266,269,10016,10224,18622,810,808,0,18622,810,808,0,0,0,0,0,2682,2665,2645,2623,2568,2482,2247,1729,597,2,0
117,20243,266,269,10027,10216,18625,810,808,0,18625,810,808,0,0,0,0,0,2680,2669,2644,2622,2570,2476,2236,1729,612,5,0
118,20246,266,269,10010,10236,18626,811,809,0,18626,811,809,0,0,0,0,0,2681,2671,2642,2629,2568,2473,2220,1754,607,1,0
